NAME,total_population,same_house_1yr_ago,moved_same_county,moved_different_county_same_state,moved_different_state,moved_from_abroad,state,year,moved_total,migration_rate,moved_from_different_state_rate,moved_from_abroad_rate
Kentucky,4330623.0,225127.0,740574.0,118117.0,307096.0,280457.0,21,2014,4105496.0,94.8,7.09,6.48
Louisiana,4543433.0,253708.0,804287.0,125862.0,348748.0,334185.0,22,2014,4289725.0,94.42,7.68,7.36
Maine,1315655.0,53199.0,199299.0,35479.0,79719.0,75061.0,23,2014,1262456.0,95.96,6.06,5.71
Maryland,5819061.0,298396.0,981865.0,162750.0,402857.0,407705.0,24,2014,5520665.0,94.87,6.92,7.01
Massachusetts,6586967.0,295079.0,1037209.0,210465.0,482868.0,465093.0,25,2014,6291888.0,95.52,7.33,7.06
Michigan,9778261.0,468214.0,1695300.0,288644.0,706269.0,593177.0,26,2014,9310047.0,95.21,7.22,6.07
Minnesota,5316723.0,282971.0,930113.0,147295.0,357116.0,368321.0,27,2014,5033752.0,94.68,6.72,6.93
Mississippi,2947602.0,164710.0,541846.0,89421.0,222034.0,193963.0,28,2014,2782892.0,94.41,7.53,6.58
Missouri,5955833.0,307030.0,1027221.0,168046.0,424606.0,400301.0,29,2014,5648803.0,94.84,7.13,6.72
Montana,995071.0,49803.0,162567.0,27570.0,71171.0,63031.0,30,2014,945268.0,95.0,7.15,6.33
Nebraska,1829344.0,104175.0,332205.0,53968.0,133767.0,126419.0,31,2014,1725169.0,94.31,7.31,6.91
Nevada,2727790.0,146783.0,480523.0,66451.0,186113.0,197659.0,32,2014,2581007.0,94.62,6.82,7.25
New Hampshire,1308724.0,54231.0,209150.0,39847.0,86463.0,75807.0,33,2014,1254493.0,95.86,6.61,5.79
New Jersey,8777258.0,438755.0,1500213.0,226867.0,558802.0,562311.0,34,2014,8338503.0,95.0,6.37,6.41
New Mexico,2054145.0,114082.0,370855.0,59181.0,150014.0,140905.0,35,2014,1940063.0,94.45,7.3,6.86
New York,19374030.0,949958.0,3101974.0,556642.0,1435722.0,1427629.0,36,2014,18424072.0,95.1,7.41,7.37
North Carolina,9636656.0,504497.0,1665978.0,276184.0,694950.0,634258.0,37,2014,9132159.0,94.76,7.21,6.58
North Dakota,695994.0,37939.0,111431.0,22766.0,65331.0,52140.0,38,2014,658055.0,94.55,9.39,7.49
Ohio,11431051.0,570759.0,1973573.0,322997.0,782611.0,728028.0,39,2014,10860292.0,95.01,6.85,6.37
Oklahoma,3769596.0,215612.0,676458.0,107161.0,281342.0,264369.0,40,2014,3553984.0,94.28,7.46,7.01
Oregon,3857496.0,188960.0,628282.0,100290.0,262588.0,263197.0,41,2014,3668536.0,95.1,6.81,6.82
Pennsylvania,12624313.0,585525.0,2020279.0,378186.0,875583.0,814374.0,42,2014,12038788.0,95.36,6.94,6.45
Rhode Island,1042946.0,45206.0,161914.0,36889.0,82776.0,68489.0,44,2014,997740.0,95.67,7.94,6.57
South Carolina,4672468.0,240663.0,784560.0,136776.0,347374.0,308369.0,45,2014,4431805.0,94.85,7.43,6.6
South Dakota,823511.0,48106.0,146707.0,24405.0,59689.0,56086.0,46,2014,775405.0,94.16,7.25,6.81
Tennessee,6375527.0,326283.0,1090353.0,171629.0,451019.0,420305.0,47,2014,6049244.0,94.88,7.07,6.59
Texas,25734246.0,1582966.0,5049335.0,755634.0,1919581.0,1901264.0,48,2014,24151280.0,93.85,7.46,7.39
Vermont,620818.0,25198.0,94273.0,21497.0,44855.0,35465.0,50,2014,595620.0,95.94,7.23,5.71
Utah,2809074.0,208177.0,631731.0,87353.0,239085.0,218930.0,49,2014,2600897.0,92.59,8.51,7.79
Virginia,8084641.0,410830.0,1350964.0,235870.0,585852.0,578787.0,51,2014,7673811.0,94.92,7.25,7.16
Washington,6815866.0,360550.0,1146388.0,179782.0,483342.0,495358.0,53,2014,6455316.0,94.71,7.09,7.27
West Virginia,1835601.0,84764.0,280683.0,48290.0,123250.0,106651.0,54,2014,1750837.0,95.38,6.71,5.81
Wisconsin,5659518.0,282110.0,969377.0,163606.0,393430.0,363402.0,55,2014,5377408.0,95.02,6.95,6.42
Wyoming,568306.0,31987.0,97932.0,15568.0,41721.0,40988.0,56,2014,536319.0,94.37,7.34,7.21
Puerto Rico,,,,,,,72,2014,,,,
