NAME,total_population,same_house_1yr_ago,moved_same_county,moved_different_county_same_state,moved_different_state,moved_from_abroad,state,year,moved_total,migration_rate,moved_from_different_state_rate,moved_from_abroad_rate
Wisconsin,5678082.0,280360.0,964928.0,161427.0,398248.0,360182.0,55,2015,5397722.0,95.06,7.01,6.34
Wyoming,572701.0,31667.0,99088.0,15052.0,42622.0,40809.0,56,2015,541034.0,94.47,7.44,7.13
Puerto Rico,,,,,,,72,2015,,,,
Alabama,4774581.0,239015.0,816920.0,131251.0,348044.0,314792.0,01,2015,4535566.0,94.99,7.29,6.59
Alaska,722626.0,44204.0,133174.0,19642.0,61166.0,60674.0,02,2015,678422.0,93.88,8.46,8.4
Arizona,6561299.0,353206.0,1183454.0,185018.0,478317.0,447473.0,04,2015,6208093.0,94.62,7.29,6.82
Arkansas,2922860.0,156432.0,516041.0,80741.0,206905.0,192763.0,05,2015,2766428.0,94.65,7.08,6.6
California,37957173.0,2047485.0,6662567.0,1083095.0,2906168.0,2866073.0,06,2015,35909688.0,94.61,7.66,7.55
Colorado,5214280.0,272248.0,904982.0,141363.0,375510.0,393305.0,08,2015,4942032.0,94.78,7.2,7.54
Delaware,915961.0,45319.0,148342.0,26219.0,64963.0,62079.0,10,2015,870642.0,95.05,7.09,6.78
District of Columbia,638690.0,31639.0,70872.0,22798.0,59429.0,77208.0,11,2015,607051.0,95.05,9.3,12.09
Connecticut,3558417.0,156640.0,593291.0,108053.0,237578.0,220359.0,09,2015,3401777.0,95.6,6.68,6.19
Florida,19442461.0,877746.0,2960066.0,478619.0,1301825.0,1263844.0,12,2015,18564715.0,95.49,6.7,6.5
Georgia,9883302.0,541914.0,1825775.0,292413.0,722995.0,686000.0,13,2015,9341388.0,94.52,7.32,6.94
Idaho,1594736.0,93022.0,314813.0,44461.0,111692.0,106075.0,16,2015,1501714.0,94.17,7.0,6.65
Hawaii,1388825.0,73583.0,217140.0,32141.0,103909.0,106733.0,15,2015,1315242.0,94.7,7.48,7.69
Illinois,12724109.0,651543.0,2222539.0,353101.0,896748.0,890419.0,17,2015,12072566.0,94.88,7.05,7.0
Indiana,6489360.0,341654.0,1165712.0,189443.0,476278.0,418908.0,18,2015,6147706.0,94.74,7.34,6.46
Iowa,3054661.0,157705.0,530053.0,92482.0,225077.0,191732.0,19,2015,2896956.0,94.84,7.37,6.28
Kansas,2855099.0,162832.0,522797.0,83872.0,215900.0,193224.0,20,2015,2692267.0,94.3,7.56,6.77
Kentucky,4344914.0,224012.0,739614.0,116808.0,309264.0,280666.0,21,2015,4120902.0,94.84,7.12,6.46
Louisiana,4568350.0,253063.0,804630.0,123058.0,347558.0,336300.0,22,2015,4315287.0,94.46,7.61,7.36
Maine,1316671.0,52977.0,196847.0,34822.0,79248.0,76038.0,23,2015,1263694.0,95.98,6.02,5.78
Maryland,5861210.0,298394.0,980558.0,161420.0,402379.0,412499.0,24,2015,5562816.0,94.91,6.87,7.04
Massachusetts,6635154.0,295409.0,1031788.0,209931.0,487516.0,472825.0,25,2015,6339745.0,95.55,7.35,7.13
Michigan,9790525.0,465740.0,1673867.0,282069.0,716184.0,601619.0,26,2015,9324785.0,95.24,7.32,6.14
Minnesota,5351436.0,281526.0,931441.0,146201.0,359276.0,366464.0,27,2015,5069910.0,94.74,6.71,6.85
