NAME,B03001_005E,state,county,year
"Robertson County, Tennessee",331,47,147,2014
"Franklin County, Tennessee",61,47,051,2014
"Blount County, Tennessee",269,47,009,2014
"Cheatham County, Tennessee",103,47,021,2014
"Carter County, Tennessee",86,47,019,2014
"Grainger County, Tennessee",76,47,057,2014
"Giles County, Tennessee",62,47,055,2014
"Lauderdale County, Tennessee",28,47,097,2014
"Lawrence County, Tennessee",23,47,099,2014
"Madison County, Tennessee",147,47,113,2014
"Marion County, Tennessee",56,47,115,2014
"Overton County, Tennessee",11,47,133,2014
"Pickett County, Tennessee",0,47,137,2014
"Wayne County, Tennessee",6,47,181,2014
"Williamson County, Tennessee",868,47,187,2014
"Bedford County, Tennessee",17,47,003,2014
"Greene County, Tennessee",64,47,059,2014
"Cumberland County, Tennessee",49,47,035,2014
"Van Buren County, Tennessee",16,47,175,2014
"Claiborne County, Tennessee",10,47,025,2014
"Hickman County, Tennessee",62,47,081,2014
"Humphreys County, Tennessee",71,47,085,2014
"Decatur County, Tennessee",0,47,039,2014
"Sevier County, Tennessee",250,47,155,2014
"Stewart County, Tennessee",12,47,161,2014
"Chester County, Tennessee",19,47,023,2014
"Jackson County, Tennessee",0,47,087,2014
"McNairy County, Tennessee",38,47,109,2014
"Roane County, Tennessee",59,47,145,2014
"Bradley County, Tennessee",666,47,011,2014
"Hamblen County, Tennessee",190,47,063,2014
"Union County, Tennessee",62,47,173,2014
"Hardin County, Tennessee",4,47,071,2014
"Dickson County, Tennessee",18,47,043,2014
"Morgan County, Tennessee",29,47,129,2014
"Monroe County, Tennessee",101,47,123,2014
"Henry County, Tennessee",40,47,079,2014
"Crockett County, Tennessee",0,47,033,2014
"Lake County, Tennessee",9,47,095,2014
"Knox County, Tennessee",1321,47,093,2014
"McMinn County, Tennessee",109,47,107,2014
"Marshall County, Tennessee",50,47,117,2014
"Rhea County, Tennessee",108,47,143,2014
"Scott County, Tennessee",0,47,151,2014
"Anderson County, Tennessee",76,47,001,2014
"Fentress County, Tennessee",12,47,049,2014
"Gibson County, Tennessee",73,47,053,2014
"Hardeman County, Tennessee",18,47,069,2014
"Loudon County, Tennessee",29,47,105,2014
"Rutherford County, Tennessee",2058,47,149,2014
"Smith County, Tennessee",99,47,159,2014
"Wilson County, Tennessee",200,47,189,2014
"Unicoi County, Tennessee",14,47,171,2014
"Lincoln County, New Mexico",54,35,027,2014
"Chaves County, New Mexico",192,35,005,2014
"Lea County, New Mexico",19,35,025,2014
"Santa Fe County, New Mexico",578,35,049,2014
"Putnam County, Tennessee",251,47,141,2014
"Union County, New Mexico",0,35,059,2014
"Sierra County, New Mexico",29,35,051,2014
"Socorro County, New Mexico",4,35,053,2014
"Roosevelt County, New Mexico",249,35,041,2014
"Doña Ana County, New Mexico",1169,35,013,2014
"Los Alamos County, New Mexico",0,35,028,2014
"Rio Arriba County, New Mexico",24,35,039,2014
"San Miguel County, New Mexico",9,35,047,2014
"Valencia County, New Mexico",155,35,061,2014
"Torrance County, New Mexico",15,35,057,2014
"Bernalillo County, New Mexico",3209,35,001,2014
"Otero County, New Mexico",708,35,035,2014
"Cibola County, New Mexico",65,35,006,2014
"De Baca County, New Mexico",0,35,011,2014
"Guadalupe County, New Mexico",0,35,019,2014
"Catron County, New Mexico",0,35,003,2014
"Bronx County, New York",296633,36,005,2014
"Onondaga County, New York",10409,36,067,2014
"Clinton County, New York",733,36,019,2014
"Seneca County, New York",690,36,099,2014
"Putnam County, New York",4142,36,079,2014
"Herkimer County, New York",471,36,043,2014
"Ontario County, New York",2203,36,069,2014
"Tioga County, New York",430,36,107,2014
"Hamilton County, New York",18,36,041,2014
"Chautauqua County, New York",6693,36,013,2014
"Kings County, New York",176183,36,047,2014
"Orleans County, New York",906,36,073,2014
"Saratoga County, New York",2024,36,091,2014
"Columbia County, New York",1315,36,021,2014
"Lewis County, New York",124,36,049,2014
"Westchester County, New York",49039,36,119,2014
"Delaware County, New York",623,36,025,2014
"Montgomery County, New York",4713,36,057,2014
"Richmond County, New York",39959,36,085,2014
"St. Lawrence County, New York",1034,36,089,2014
"Tompkins County, New York",1683,36,109,2014
"Warren County, New York",594,36,113,2014
"Cortland County, New York",427,36,023,2014
"Dutchess County, New York",11804,36,027,2014
"Monroe County, New York",39938,36,055,2014
"Oneida County, New York",6931,36,065,2014
"Ulster County, New York",7640,36,111,2014
"Chemung County, New York",1027,36,015,2014
"Livingston County, New York",1208,36,051,2014
"Otsego County, New York",757,36,077,2014
"Greene County, New York",1350,36,039,2014
"Albany County, New York",8591,36,001,2014
"Allegany County, New York",267,36,003,2014
"Cattaraugus County, New York",662,36,009,2014
"Madison County, New York",547,36,053,2014
"Schenectady County, New York",5931,36,093,2014
"Genesee County, New York",695,36,037,2014
"Yates County, New York",254,36,123,2014
"Greene County, North Carolina",125,37,079,2014
"Steuben County, New York",651,36,101,2014
"Mitchell County, North Carolina",0,37,121,2014
"Chowan County, North Carolina",14,37,041,2014
"Alleghany County, North Carolina",154,37,005,2014
"Caldwell County, North Carolina",177,37,027,2014
"Catawba County, North Carolina",790,37,035,2014
"Cleveland County, North Carolina",242,37,045,2014
"Craven County, North Carolina",1189,37,049,2014
"Edgecombe County, North Carolina",107,37,065,2014
"Granville County, North Carolina",494,37,077,2014
"Harnett County, North Carolina",2930,37,085,2014
"Hoke County, North Carolina",1860,37,093,2014
"Henderson County, North Carolina",291,37,089,2014
"Hyde County, North Carolina",0,37,095,2014
"Iredell County, North Carolina",1118,37,097,2014
"Mecklenburg County, North Carolina",9934,37,119,2014
"Northampton County, North Carolina",6,37,131,2014
"Pitt County, North Carolina",1034,37,147,2014
"Rowan County, North Carolina",625,37,159,2014
"Vance County, North Carolina",393,37,181,2014
"Cherokee County, North Carolina",104,37,039,2014
"Currituck County, North Carolina",289,37,053,2014
"Union County, North Carolina",1957,37,179,2014
"Wilkes County, North Carolina",88,37,193,2014
"Nash County, North Carolina",342,37,127,2014
"Alexander County, North Carolina",52,37,003,2014
"Camden County, New Jersey",43538,34,007,2014
"Middlesex County, New Jersey",48037,34,023,2014
"Salem County, New Jersey",1927,34,033,2014
"Cape May County, New Jersey",2596,34,009,2014
"Union County, New Jersey",27417,34,039,2014
"Hudson County, New Jersey",58396,34,017,2014
"Hunterdon County, New Jersey",2323,34,019,2014
"Morris County, New Jersey",11594,34,027,2014
"Hidalgo County, New Mexico",83,35,023,2014
"McKinley County, New Mexico",223,35,031,2014
"Sandoval County, New Mexico",550,35,043,2014
"Grant County, New Mexico",28,35,017,2014
"Curry County, New Mexico",240,35,009,2014
"Eddy County, New Mexico",75,35,015,2014
"Mora County, New Mexico",1,35,033,2014
"San Juan County, New Mexico",43,35,045,2014
"Shelby County, Missouri",0,29,205,2014
"Webster County, Missouri",0,29,225,2014
"Atchison County, Missouri",24,29,005,2014
"Bates County, Missouri",0,29,013,2014
"Benton County, Missouri",23,29,015,2014
"Carter County, Missouri",0,29,035,2014
"Dade County, Missouri",9,29,057,2014
"Linn County, Missouri",7,29,115,2014
"Howell County, Missouri",0,29,091,2014
"Johnson County, Missouri",161,29,101,2014
"Laclede County, Missouri",14,29,105,2014
"Maries County, Missouri",0,29,125,2014
"Phelps County, Missouri",104,29,161,2014
"Platte County, Missouri",221,29,165,2014
"St. Francois County, Missouri",24,29,187,2014
"St. Louis city, Missouri",682,29,510,2014
"Atlantic County, New Jersey",20583,34,001,2014
"Andrew County, Missouri",14,29,003,2014
"Butler County, Missouri",33,29,023,2014
"Carroll County, Missouri",3,29,033,2014
"Daviess County, Missouri",25,29,061,2014
"Holt County, Missouri",1,29,087,2014
"Marion County, Missouri",0,29,127,2014
"Osage County, Missouri",0,29,151,2014
"Ripley County, Missouri",3,29,181,2014
"Warren County, Missouri",10,29,219,2014
"Washington County, Missouri",1,29,221,2014
"Christian County, Missouri",234,29,043,2014
"DeKalb County, Missouri",0,29,063,2014
"Harrison County, Missouri",2,29,081,2014
"Lafayette County, Missouri",57,29,107,2014
"Adair County, Missouri",16,29,001,2014
"Scotland County, Missouri",0,29,199,2014
"Sullivan County, Missouri",116,29,211,2014
"Clark County, Missouri",0,29,045,2014
"Jasper County, Missouri",214,29,097,2014
"Lewis County, Missouri",0,29,111,2014
"McDonald County, Missouri",0,29,119,2014
"Perry County, Missouri",32,29,157,2014
"Polk County, Missouri",11,29,167,2014
"Ray County, Missouri",152,29,177,2014
"Hill County, Montana",14,30,041,2014
"Chouteau County, Montana",0,30,015,2014
"Teton County, Montana",2,30,099,2014
"Treasure County, Montana",0,30,103,2014
"Blaine County, Montana",2,30,005,2014
"Sweet Grass County, Montana",3,30,097,2014
"Prairie County, Montana",0,30,079,2014
"Glacier County, Montana",7,30,035,2014
"Fallon County, Montana",0,30,025,2014
"Golden Valley County, Montana",0,30,037,2014
"Silver Bow County, Montana",18,30,093,2014
"Stillwater County, Montana",31,30,095,2014
"Jefferson County, Montana",0,30,043,2014
"Granite County, Montana",0,30,039,2014
"Wheatland County, Montana",0,30,107,2014
"Madison County, Montana",11,30,057,2014
"Sheridan County, Montana",0,30,091,2014
"Carter County, Montana",0,30,011,2014
"Big Horn County, Montana",60,30,003,2014
"Lake County, Montana",7,30,047,2014
"Lewis and Clark County, Montana",120,30,049,2014
"Curry County, Oregon",0,41,015,2014
"Gilliam County, Oregon",0,41,021,2014
"Hood River County, Oregon",33,41,027,2014
"Lake County, Oregon",5,41,037,2014
"Multnomah County, Oregon",2000,41,051,2014
"Pike County, Pennsylvania",2672,42,103,2014
"Snyder County, Pennsylvania",463,42,109,2014
"Susquehanna County, Pennsylvania",313,42,115,2014
"Crawford County, Pennsylvania",461,42,039,2014
"Erie County, Pennsylvania",6035,42,049,2014
"Fulton County, Pennsylvania",43,42,057,2014
"Juniata County, Pennsylvania",151,42,067,2014
"Schuylkill County, Pennsylvania",2143,42,107,2014
"Wyoming County, Pennsylvania",128,42,131,2014
"Adams County, Pennsylvania",1021,42,001,2014
"Armstrong County, Pennsylvania",218,42,005,2014
"Clinton County, Pennsylvania",211,42,035,2014
"Carbon County, Pennsylvania",1343,42,025,2014
"Centre County, Pennsylvania",1658,42,027,2014
"Northumberland County, Pennsylvania",1367,42,097,2014
"Northampton County, Pennsylvania",19562,42,095,2014
"Venango County, Pennsylvania",250,42,121,2014
"Lincoln County, Montana",0,30,053,2014
"Park County, Montana",12,30,067,2014
"Beaver County, Pennsylvania",469,42,007,2014
"Lackawanna County, Pennsylvania",5737,42,069,2014
"McKean County, Pennsylvania",340,42,083,2014
"Fayette County, Pennsylvania",682,42,051,2014
"Montgomery County, Pennsylvania",11171,42,091,2014
"Clearfield County, Pennsylvania",887,42,033,2014
"Lebanon County, Pennsylvania",9991,42,075,2014
"Lycoming County, Pennsylvania",771,42,081,2014
"Montour County, Pennsylvania",167,42,093,2014
"Warren County, Pennsylvania",162,42,123,2014
"Butler County, Pennsylvania",402,42,019,2014
"Elk County, Pennsylvania",13,42,047,2014
"Lancaster County, Pennsylvania",32835,42,071,2014
"Mercer County, Pennsylvania",562,42,085,2014
"Potter County, Pennsylvania",56,42,105,2014
"Allendale County, South Carolina",1,45,005,2014
"Providence County, Rhode Island",32310,44,007,2014
"Bristol County, Rhode Island",337,44,001,2014
"Aiken County, South Carolina",1116,45,003,2014
"Edgefield County, South Carolina",179,45,037,2014
"Chester County, South Carolina",23,45,023,2014
"Colleton County, South Carolina",121,45,029,2014
"Marion County, South Carolina",105,45,067,2014
"Lexington County, South Carolina",1100,45,063,2014
"Oconee County, South Carolina",173,45,073,2014
"Berkeley County, South Carolina",1637,45,015,2014
"Charleston County, South Carolina",2635,45,019,2014
"Georgetown County, South Carolina",277,45,043,2014
"Marlboro County, South Carolina",185,45,069,2014
"Anderson County, South Carolina",1315,45,007,2014
"Chesterfield County, South Carolina",108,45,025,2014
"Greenwood County, South Carolina",445,45,047,2014
"Horry County, South Carolina",1704,45,051,2014
"Kershaw County, South Carolina",615,45,055,2014
"Orangeburg County, South Carolina",628,45,075,2014
"Spartanburg County, South Carolina",1670,45,083,2014
"Bamberg County, South Carolina",5,45,009,2014
"Beaufort County, South Carolina",1669,45,013,2014
"Calhoun County, South Carolina",49,45,017,2014
"Dillon County, South Carolina",20,45,033,2014
"Saluda County, South Carolina",106,45,081,2014
"Richland County, South Carolina",4797,45,079,2014
"Fairfield County, South Carolina",0,45,039,2014
"Hampton County, South Carolina",74,45,049,2014
"Greenville County, South Carolina",4406,45,045,2014
"Lancaster County, South Carolina",792,45,057,2014
"Dorchester County, South Carolina",1450,45,035,2014
"Florence County, South Carolina",439,45,041,2014
"Laurens County, South Carolina",201,45,059,2014
"McCormick County, South Carolina",30,45,065,2014
"Pickens County, South Carolina",303,45,077,2014
"Union County, South Carolina",34,45,087,2014
"Williamsburg County, South Carolina",182,45,089,2014
"Aurora County, South Dakota",2,46,003,2014
"Grant County, South Dakota",0,46,051,2014
"Tripp County, South Dakota",0,46,123,2014
"Shannon County, South Dakota",32,46,113,2014
"Ziebach County, South Dakota",18,46,137,2014
"Spink County, South Dakota",3,46,115,2014
"Brule County, South Dakota",0,46,015,2014
"Tioga County, Pennsylvania",161,42,117,2014
"Newport County, Rhode Island",1520,44,005,2014
"Brookings County, South Dakota",32,46,011,2014
"Gregory County, South Dakota",14,46,053,2014
"Hamlin County, South Dakota",0,46,057,2014
"Minnehaha County, South Dakota",261,46,099,2014
"Custer County, South Dakota",0,46,033,2014
"Clark County, South Dakota",1,46,025,2014
"Faulk County, South Dakota",12,46,049,2014
"Kingsbury County, South Dakota",7,46,077,2014
"Walworth County, South Dakota",0,46,129,2014
"Jasper County, Mississippi",0,28,061,2014
"Benton County, Mississippi",0,28,009,2014
"Franklin County, Mississippi",8,28,037,2014
"Coahoma County, Mississippi",70,28,027,2014
"Jones County, Mississippi",42,28,067,2014
"Walthall County, Mississippi",147,28,147,2014
"Monroe County, Mississippi",9,28,095,2014
"Pontotoc County, Mississippi",0,28,115,2014
"Holmes County, Mississippi",6,28,051,2014
"Amite County, Mississippi",3,28,005,2014
"Madison County, Mississippi",85,28,089,2014
"Calhoun County, Mississippi",13,28,013,2014
"Marion County, Mississippi",170,28,091,2014
"Tishomingo County, Mississippi",0,28,141,2014
"Wayne County, Mississippi",0,28,153,2014
"Greene County, Mississippi",28,28,041,2014
"Marshall County, Mississippi",191,28,093,2014
"Quitman County, Mississippi",0,28,119,2014
"Pearl River County, Mississippi",138,28,109,2014
"Leake County, Mississippi",0,28,079,2014
"Neshoba County, Mississippi",35,28,099,2014
"Rankin County, Mississippi",240,28,121,2014
"Washington County, Mississippi",129,28,151,2014
"Lawrence County, Mississippi",0,28,077,2014
"Perry County, Mississippi",0,28,111,2014
"Chickasaw County, Mississippi",0,28,017,2014
"Carroll County, Mississippi",0,28,015,2014
"George County, Mississippi",0,28,039,2014
"Grenada County, Mississippi",0,28,043,2014
"Jefferson County, Mississippi",0,28,063,2014
"Newton County, Mississippi",75,28,101,2014
"Prentiss County, Mississippi",0,28,117,2014
"Sharkey County, Mississippi",0,28,125,2014
"Choctaw County, Mississippi",0,28,019,2014
"Hancock County, Mississippi",148,28,045,2014
"Itawamba County, Mississippi",0,28,057,2014
"Issaquena County, Mississippi",0,28,055,2014
"Jackson County, Mississippi",1806,28,059,2014
"Leflore County, Mississippi",159,28,083,2014
"Tunica County, Mississippi",0,28,143,2014
"Claiborne County, Mississippi",10,28,021,2014
"Harrison County, Mississippi",1757,28,047,2014
"Lauderdale County, Mississippi",187,28,075,2014
"Lincoln County, Mississippi",34,28,085,2014
"Simpson County, Mississippi",19,28,127,2014
"Winston County, Mississippi",10,28,159,2014
"Attala County, Mississippi",154,28,007,2014
"Lamar County, Mississippi",32,28,073,2014
"Lee County, Mississippi",255,28,081,2014
"Tallahatchie County, Mississippi",18,28,135,2014
"Smith County, Mississippi",0,28,129,2014
"Warren County, Mississippi",134,28,149,2014
"Clarke County, Mississippi",0,28,023,2014
"Montgomery County, Mississippi",0,28,097,2014
"Oktibbeha County, Mississippi",146,28,105,2014
"Dauphin County, Pennsylvania",11460,42,043,2014
"Clay County, Mississippi",25,28,025,2014
"Covington County, Mississippi",0,28,031,2014
"Humphreys County, Mississippi",9,28,053,2014
"Franklin County, Pennsylvania",1145,42,055,2014
"Union County, Pennsylvania",892,42,119,2014
"Wayne County, Pennsylvania",860,42,127,2014
"Bedford County, Pennsylvania",142,42,009,2014
"Monroe County, Pennsylvania",12312,42,089,2014
"Huntingdon County, Pennsylvania",415,42,061,2014
"Washington County, Pennsylvania",537,42,125,2014
"Philadelphia County, Pennsylvania",133044,42,101,2014
"York County, Pennsylvania",14949,42,133,2014
"Indiana County, Pennsylvania",471,42,063,2014
"Cumberland County, Pennsylvania",3191,42,041,2014
"Allegheny County, Pennsylvania",5687,42,003,2014
"Westmoreland County, Pennsylvania",1229,42,129,2014
"Forest County, Pennsylvania",277,42,053,2014
"Blair County, Pennsylvania",498,42,013,2014
"Lawrence County, Pennsylvania",357,42,073,2014
"Bradford County, Pennsylvania",214,42,015,2014
"Cambria County, Pennsylvania",585,42,021,2014
"Chester County, Pennsylvania",7424,42,029,2014
"Berks County, Pennsylvania",39627,42,011,2014
"Mifflin County, Pennsylvania",328,42,087,2014
"Mercer County, Missouri",5,29,129,2014
"Wright County, Missouri",3,29,229,2014
"Clay County, Missouri",947,29,047,2014
"Dent County, Missouri",0,29,065,2014
"Saline County, Missouri",2,29,195,2014
"Worth County, Missouri",0,29,227,2014
"Grundy County, Missouri",44,29,079,2014
"Morgan County, Missouri",7,29,141,2014
"Reynolds County, Missouri",3,29,179,2014
"St. Louis County, Missouri",2035,29,189,2014
"Stone County, Missouri",38,29,209,2014
"Barry County, Missouri",34,29,009,2014
"Boone County, Missouri",374,29,019,2014
"Cole County, Missouri",209,29,051,2014
"Crawford County, Missouri",6,29,055,2014
"Iron County, Missouri",0,29,093,2014
"Livingston County, Missouri",7,29,117,2014
"Webster County, Mississippi",0,28,155,2014
"Alcorn County, Mississippi",180,28,003,2014
"Moniteau County, Missouri",26,29,135,2014
"Pemiscot County, Missouri",4,29,155,2014
"Pettis County, Missouri",54,29,159,2014
"Shannon County, Missouri",13,29,203,2014
"Randolph County, Missouri",69,29,175,2014
"Dunklin County, Missouri",47,29,069,2014
"Franklin County, Missouri",147,29,071,2014
"Howard County, Missouri",1,29,089,2014
"Jackson County, Missouri",2953,29,095,2014
"Miller County, Missouri",0,29,131,2014
"Putnam County, Missouri",0,29,171,2014
"Taney County, Missouri",59,29,213,2014
"Buchanan County, Missouri",324,29,021,2014
"Caldwell County, Missouri",0,29,025,2014
"Monroe County, Missouri",39,29,137,2014
"Dallas County, Missouri",1,29,059,2014
"Hickory County, Missouri",3,29,085,2014
"Lincoln County, Missouri",68,29,113,2014
"Newton County, Missouri",76,29,145,2014
"Pike County, Missouri",3,29,163,2014
"St. Charles County, Missouri",767,29,183,2014
"Cape Girardeau County, Missouri",151,29,031,2014
"Pondera County, Montana",1,30,073,2014
"Yellowstone County, Montana",384,30,111,2014
"Missoula County, Montana",362,30,063,2014
"Ravalli County, Montana",32,30,081,2014
"Valley County, Montana",5,30,105,2014
"Cascade County, Montana",238,30,013,2014
"Fergus County, Montana",0,30,027,2014
"Garfield County, Montana",1,30,033,2014
"Mineral County, Montana",1,30,061,2014
"Petroleum County, Montana",1,30,069,2014
"Powell County, Montana",0,30,077,2014
"Sanders County, Montana",0,30,089,2014
"Wibaux County, Montana",0,30,109,2014
"Gallatin County, Montana",120,30,031,2014
"Meagher County, Montana",0,30,059,2014
"Carbon County, Montana",0,30,009,2014
"Beaverhead County, Montana",3,30,001,2014
"Flathead County, Montana",176,30,029,2014
"Musselshell County, Montana",0,30,065,2014
"Harlan County, Nebraska",0,31,083,2014
"York County, Nebraska",0,31,185,2014
"Buffalo County, Nebraska",52,31,019,2014
"Colfax County, Nebraska",106,31,037,2014
"Hitchcock County, Nebraska",0,31,087,2014
"Platte County, Nebraska",13,31,141,2014
"Polk County, Nebraska",0,31,143,2014
"Box Butte County, Nebraska",0,31,013,2014
"Brown County, Nebraska",0,31,017,2014
"Sheridan County, Nebraska",12,31,161,2014
"Lancaster County, Nebraska",657,31,109,2014
"Nuckolls County, Nebraska",0,31,129,2014
"Banner County, Nebraska",0,31,007,2014
"Frontier County, Nebraska",0,31,063,2014
"Douglas County, Nebraska",1412,31,055,2014
"Richardson County, Nebraska",2,31,147,2014
"Cass County, Missouri",241,29,037,2014
"Clinton County, Missouri",39,29,049,2014
"Holt County, Nebraska",0,31,089,2014
"Furnas County, Nebraska",0,31,065,2014
"Saline County, Nebraska",6,31,151,2014
"Thurston County, Nebraska",5,31,173,2014
"Washington County, Nebraska",68,31,177,2014
"Cherry County, Nebraska",0,31,031,2014
"Dodge County, Nebraska",1,31,053,2014
"Garden County, Nebraska",0,31,069,2014
"Morrill County, Nebraska",0,31,123,2014
"Nemaha County, Nebraska",0,31,127,2014
"Thomas County, Nebraska",0,31,171,2014
"Dakota County, Nebraska",79,31,043,2014
"Antelope County, Nebraska",10,31,003,2014
"Chase County, Nebraska",0,31,029,2014
"Pendleton County, Kentucky",33,21,191,2014
"Robertson County, Kentucky",0,21,201,2014
"Russell County, Kentucky",3,21,207,2014
"Spencer County, Kentucky",17,21,215,2014
"Washington County, Kentucky",1,21,229,2014
"Bath County, Kentucky",0,21,011,2014
"Green County, Kentucky",0,21,087,2014
"Ballard County, Kentucky",8,21,007,2014
"Barren County, Kentucky",51,21,009,2014
"Boyle County, Kentucky",3,21,021,2014
"Hancock County, Kentucky",4,21,091,2014
"Harlan County, Kentucky",4,21,095,2014
"Martin County, Kentucky",102,21,159,2014
"Hardin County, Kentucky",1889,21,093,2014
"Lincoln County, Kentucky",47,21,137,2014
"McLean County, Kentucky",75,21,149,2014
"Monroe County, Kentucky",0,21,171,2014
"Ohio County, Kentucky",82,21,183,2014
"Powell County, Kentucky",34,21,197,2014
"Webster County, Kentucky",15,21,233,2014
"Caldwell County, Kentucky",0,21,033,2014
"Casey County, Kentucky",8,21,045,2014
"Christian County, Kentucky",661,21,047,2014
"Grayson County, Kentucky",12,21,085,2014
"Henry County, Kentucky",28,21,103,2014
"Hopkins County, Kentucky",69,21,107,2014
"Laurel County, Kentucky",79,21,125,2014
"Marshall County, Kentucky",118,21,157,2014
"Montgomery County, Kentucky",0,21,173,2014
"Nicholas County, Kentucky",0,21,181,2014
"Owen County, Kentucky",82,21,187,2014
"Scott County, Kentucky",78,21,209,2014
"Warren County, Kentucky",238,21,227,2014
"Bourbon County, Kentucky",0,21,017,2014
"Boyd County, Kentucky",142,21,019,2014
"Crittenden County, Kentucky",0,21,055,2014
"Fayette County, Kentucky",1232,21,067,2014
"Johnson County, Kentucky",71,21,115,2014
"Menifee County, Kentucky",0,21,165,2014
"Morgan County, Kentucky",10,21,175,2014
"Perry County, Kentucky",2,21,193,2014
"Pulaski County, Kentucky",54,21,199,2014
"Clay County, Kentucky",46,21,051,2014
"Adair County, Kentucky",0,21,001,2014
"Breathitt County, Kentucky",0,21,025,2014
"Graves County, Kentucky",301,21,083,2014
"Hart County, Kentucky",92,21,099,2014
"Butler County, Kentucky",0,21,031,2014
"Trimble County, Kentucky",231,21,223,2014
"Harrison County, Kentucky",0,21,097,2014
"Hickman County, Kentucky",0,21,105,2014
"Lyon County, Kentucky",7,21,143,2014
"Wayne County, Kentucky",28,21,231,2014
"Lewis County, Kentucky",0,21,135,2014
"Trigg County, Kentucky",57,21,221,2014
"Woodford County, Kentucky",278,21,239,2014
"Leslie County, Kentucky",0,21,131,2014
"Jessamine County, Kentucky",251,21,113,2014
"Lawrence County, Kentucky",0,21,127,2014
"Livingston County, Kentucky",20,21,139,2014
